bacteria;sys_id;type;subtype;hit_id;gene_name;cluster_80_80;cluster_99_99;cluster_999_999
ECOR-30;ESCO.0423.00147.0106i_Dnd_ABCDEFGH_1161;Dnd;Dnd_ABCDEFGH;ESCO.0423.00147.0106i_04156;Dnd__DndE;ESCO.0423.00044.0008i_02895;ESCO.0423.00044.0008i_02895;ESCO.0423.00044.0008i_02895
ECOR-30;ESCO.0423.00147.0108i_Pif_274;Pif;Pif;ESCO.0423.00147.0108i_04357;Pif__PifA;ESCO.0423.00019.0075i_01923;ESCO.0423.00019.0075i_01923;ESCO.0423.00019.0075i_01923
ECOR-30;ESCO.0423.00147.0108i_Pif_274;Pif;Pif;ESCO.0423.00147.0108i_04358;Pif__PifC;ESCO.0423.00019.0075i_01922;ESCO.0423.00019.0075i_01922;ESCO.0423.00019.0075i_01922
ECOR-30;ESCO.0423.00147.0114i_PD-Lambda-4_426;PD-Lambda-4;PD-Lambda-4;ESCO.0423.00147.0114i_04586;PD-Lambda-4__PD-Lambda-4_A;ESCO.0423.00028.0246i_03761;ESCO.0423.00066.0025i_04203;ESCO.0423.00066.0025i_04203
ECOR-30;ESCO.0423.00147.0114i_PD-Lambda-4_426;PD-Lambda-4;PD-Lambda-4;ESCO.0423.00147.0114i_04585;PD-Lambda-4__PD-Lambda-4_B;ESCO.0423.00008.0004i_02089;ESCO.0423.00066.0025i_04202;ESCO.0423.00066.0025i_04202
ECOR-30;ESCO.0423.00147.0116i_Mok_Hok_Sok_1374;Mok_Hok_Sok;Mok_Hok_Sok;ESCO.0423.00147.0116i_04589;Mok_Hok_Sok__Mok;ESCO.0423.00008.0153i_04743;ESCO.0423.00008.0153i_04743;ESCO.0423.00008.0153i_04743
ECOR-31;ESCO.0423.00222.0003i_CBASS_II_1822;CBASS;CBASS_II;ESCO.0423.00222.0003i_00048;CBASS__AG_E2_Prok-E2_B;ESCO.0423.00222.0003i_00048;ESCO.0423.00222.0003i_00048;ESCO.0423.00222.0003i_00048
ECOR-31;ESCO.0423.00222.0003i_CBASS_II_1822;CBASS;CBASS_II;ESCO.0423.00222.0003i_00047;CBASS__Cyclase_II;ESCO.0423.00294.0009i_00186;ESCO.0423.00222.0003i_00047;ESCO.0423.00222.0003i_00047
ECOR-31;ESCO.0423.00222.0003i_CBASS_II_1822;CBASS;CBASS_II;ESCO.0423.00222.0003i_00044;CBASS__Cyclase_new;ESCO.0423.00222.0003i_00044;ESCO.0423.00222.0003i_00044;ESCO.0423.00222.0003i_00044
ECOR-31;ESCO.0423.00222.0003i_CBASS_II_1822;CBASS;CBASS_II;ESCO.0423.00222.0003i_00049;CBASS__Jab;ESCO.0423.00222.0003i_00049;ESCO.0423.00222.0003i_00049;ESCO.0423.00222.0003i_00049
ECOR-31;ESCO.0423.00222.0003i_CBASS_II_1822;CBASS;CBASS_II;ESCO.0423.00222.0003i_00043;CBASS__Phospholipase;ESCO.0423.00222.0003i_00043;ESCO.0423.00222.0003i_00043;ESCO.0423.00222.0003i_00043
ECOR-31;ESCO.0423.00222.0003i_CBASS_II_1822;CBASS;CBASS_II;ESCO.0423.00222.0003i_00046;CBASS__Phospholipase;ESCO.0423.00222.0003i_00046;ESCO.0423.00222.0003i_00046;ESCO.0423.00222.0003i_00046
ECOR-31;ESCO.0423.00222.0003i_Hachiman_1072;Hachiman;Hachiman;ESCO.0423.00222.0003i_00054;Hachiman__HamA_1;ESCO.0423.00222.0003i_00054;ESCO.0423.00222.0003i_00054;ESCO.0423.00222.0003i_00054
ECOR-31;ESCO.0423.00222.0003i_Hachiman_1072;Hachiman;Hachiman;ESCO.0423.00222.0003i_00055;Hachiman__HamB;ESCO.0423.00222.0003i_00055;ESCO.0423.00222.0003i_00055;ESCO.0423.00222.0003i_00055
ECOR-31;ESCO.0423.00222.0004i_RloC_100;RloC;RloC;ESCO.0423.00222.0004i_00113;RloC__RloC;ESCO.0423.00045.0001i_00328;ESCO.0423.00222.0004i_00113;ESCO.0423.00222.0004i_00113
ECOR-31;ESCO.0423.00222.0004i_SanaTA_2481;SanaTA;SanaTA;ESCO.0423.00222.0004i_00112;SanaTA__SanaA;ESCO.0423.00022.0004i_01367;ESCO.0423.00222.0004i_00112;ESCO.0423.00222.0004i_00112
ECOR-31;ESCO.0423.00222.0004i_SanaTA_2481;SanaTA;SanaTA;ESCO.0423.00222.0004i_00111;SanaTA__SanaT;ESCO.0423.00222.0004i_00111;ESCO.0423.00222.0004i_00111;ESCO.0423.00222.0004i_00111
ECOR-31;ESCO.0423.00222.0004i_Shango_1539;Shango;Shango;ESCO.0423.00222.0004i_00110;Shango__SngA;ESCO.0423.00222.0004i_00110;ESCO.0423.00222.0004i_00110;ESCO.0423.00222.0004i_00110
ECOR-31;ESCO.0423.00222.0004i_Shango_1539;Shango;Shango;ESCO.0423.00222.0004i_00109;Shango__SngB;ESCO.0423.00022.0004i_01370;ESCO.0423.00222.0004i_00109;ESCO.0423.00222.0004i_00109
ECOR-31;ESCO.0423.00222.0004i_Shango_1539;Shango;Shango;ESCO.0423.00222.0004i_00108;Shango__SngC;ESCO.0423.00222.0004i_00108;ESCO.0423.00222.0004i_00108;ESCO.0423.00222.0004i_00108
ECOR-31;ESCO.0423.00222.0009i_PD-T4-8_108;PD-T4-8;PD-T4-8;ESCO.0423.00222.0009i_00455;PD-T4-8__PD-T4-8;ESCO.0423.00222.0009i_00455;ESCO.0423.00222.0009i_00455;ESCO.0423.00222.0009i_00455
ECOR-31;ESCO.0423.00222.0012i_Shango_1540;Shango;Shango;ESCO.0423.00222.0012i_00642;Shango__SngA;ESCO.0423.00049.0004i_00182;ESCO.0423.00094.0031i_04420;ESCO.0423.00163.0002i_00566
ECOR-31;ESCO.0423.00222.0012i_Shango_1540;Shango;Shango;ESCO.0423.00222.0012i_00643;Shango__SngB;ESCO.0423.00022.0004i_01370;ESCO.0423.00060.0435i_01863;ESCO.0423.00163.0002i_00565
ECOR-31;ESCO.0423.00222.0012i_Shango_1540;Shango;Shango;ESCO.0423.00222.0012i_00644;Shango__SngC;ESCO.0423.00049.0004i_00180;ESCO.0423.00060.0435i_01862;ESCO.0423.00163.0002i_00564
ECOR-31;ESCO.0423.00222.0031i_PsyrTA_534;PsyrTA;PsyrTA;ESCO.0423.00222.0031i_01586;PsyrTA__PsyrA;ESCO.0423.00001.0001i_04383;ESCO.0423.00008.0010i_03962;ESCO.0423.00211.0012i_03506
ECOR-31;ESCO.0423.00222.0031i_PsyrTA_534;PsyrTA;PsyrTA;ESCO.0423.00222.0031i_01587;PsyrTA__PsyrT;ESCO.0423.00009.0017i_03591;ESCO.0423.00008.0010i_03963;ESCO.0423.00222.0031i_01587
ECOR-31;ESCO.0423.00222.0034i_CAS_Class1-Subtype-I-E_3909;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00222.0034i_01804;cas1_I-E_1;ESCO.0423.00001.0001i_03702;ESCO.0423.00001.0001i_03702;ESCO.0423.00211.0004i_01993
ECOR-31;ESCO.0423.00222.0034i_CAS_Class1-Subtype-I-E_3909;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00222.0034i_01803;cas2_I-E_2;ESCO.0423.00001.0001i_03701;ESCO.0423.00001.0001i_03701;ESCO.0423.00001.0001i_03701
ECOR-31;ESCO.0423.00222.0034i_CAS_Class1-Subtype-I-E_3909;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00222.0034i_01810;cas3_I_5;ESCO.0423.00001.0001i_03708;ESCO.0423.00222.0034i_01810;ESCO.0423.00222.0034i_01810
ECOR-31;ESCO.0423.00222.0034i_CAS_Class1-Subtype-I-E_3909;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00222.0034i_01806;cas5_I-E_3;ESCO.0423.00001.0001i_03704;ESCO.0423.00222.0034i_01806;ESCO.0423.00222.0034i_01806
ECOR-31;ESCO.0423.00222.0034i_CAS_Class1-Subtype-I-E_3909;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00222.0034i_01805;cas6e_I_II_III_IV_V_VI_1;ESCO.0423.00001.0001i_03703;ESCO.0423.00222.0034i_01805;ESCO.0423.00222.0034i_01805
ECOR-31;ESCO.0423.00222.0034i_CAS_Class1-Subtype-I-E_3909;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00222.0034i_01807;cas7_I-E_2;ESCO.0423.00066.0015i_03438;ESCO.0423.00222.0034i_01807;ESCO.0423.00222.0034i_01807
ECOR-31;ESCO.0423.00222.0034i_CAS_Class1-Subtype-I-E_3909;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00222.0034i_01809;cas8e_I-E_1;ESCO.0423.00001.0001i_03707;ESCO.0423.00222.0034i_01809;ESCO.0423.00222.0034i_01809
ECOR-31;ESCO.0423.00222.0034i_CAS_Class1-Subtype-I-E_3909;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00222.0034i_01808;cse2gr11_I-E_2;ESCO.0423.00016.0058i_01988;ESCO.0423.00057.0016i_03287;ESCO.0423.00049.0019i_01363
ECOR-31;ESCO.0423.00222.0034i_MazEF_2088;MazEF;MazEF;ESCO.0423.00222.0034i_01835;MazEF__MazE;ESCO.0423.00001.0001i_03735;ESCO.0423.00222.0034i_01835;ESCO.0423.00222.0034i_01835
ECOR-31;ESCO.0423.00222.0034i_MazEF_2088;MazEF;MazEF;ESCO.0423.00222.0034i_01834;MazEF__MazF;ESCO.0423.00001.0001i_03734;ESCO.0423.00001.0001i_03734;ESCO.0423.00222.0034i_01834
ECOR-31;ESCO.0423.00222.0038i_RM_Type_IV_2805;RM;RM_Type_IV;ESCO.0423.00222.0038i_01971;RM_Type_IV__Type_IV_REases;ESCO.0423.00003.0001i_04834;ESCO.0423.00028.0134i_01809;ESCO.0423.00222.0038i_01971
ECOR-31;ESCO.0423.00222.0038i_RM_Type_I_2804;RM;RM_Type_I;ESCO.0423.00222.0038i_01975;RM__Type_I_MTases;ESCO.0423.00012.0065i_03277;ESCO.0423.00012.0065i_03277;ESCO.0423.00222.0038i_01975
ECOR-31;ESCO.0423.00222.0038i_RM_Type_I_2804;RM;RM_Type_I;ESCO.0423.00222.0038i_01973;RM__Type_I_REases;ESCO.0423.00321.0052i_03238;ESCO.0423.00012.0065i_03275;ESCO.0423.00222.0038i_01973
ECOR-31;ESCO.0423.00222.0038i_RM_Type_I_2804;RM;RM_Type_I;ESCO.0423.00222.0038i_01974;RM__Type_I_S;ESCO.0423.00222.0038i_01974;ESCO.0423.00222.0038i_01974;ESCO.0423.00222.0038i_01974
ECOR-31;ESCO.0423.00222.0044i_RM_Type_I_2806;RM;RM_Type_I;ESCO.0423.00222.0044i_02200;PrrC__EcoprrI;ESCO.0423.00005.0001i_04757;ESCO.0423.00222.0044i_02200;ESCO.0423.00222.0044i_02200
ECOR-31;ESCO.0423.00222.0044i_RM_Type_I_2806;RM;RM_Type_I;ESCO.0423.00222.0044i_02202;RM__Type_I_REases;ESCO.0423.00005.0001i_04755;ESCO.0423.00222.0044i_02202;ESCO.0423.00222.0044i_02202
ECOR-31;ESCO.0423.00222.0044i_RM_Type_I_2806;RM;RM_Type_I;ESCO.0423.00222.0044i_02201;RM__Type_I_S;ESCO.0423.00222.0044i_02201;ESCO.0423.00222.0044i_02201;ESCO.0423.00222.0044i_02201
ECOR-31;ESCO.0423.00222.0056i_Druantia_III_974;Druantia;Druantia_III;ESCO.0423.00222.0056i_02395;Druantia_III__DruH;ESCO.0423.00001.0001i_05348;ESCO.0423.00185.0062i_02491;ESCO.0423.00185.0062i_02491
ECOR-31;ESCO.0423.00222.0056i_Druantia_III_974;Druantia;Druantia_III;ESCO.0423.00222.0056i_02396;Druantia__DruE_3;ESCO.0423.00001.0001i_05349;ESCO.0423.00001.0001i_05349;ESCO.0423.00185.0062i_02492
ECOR-31;ESCO.0423.00222.0056i_RM_Type_IIG_3477;RM;RM_Type_IIG;ESCO.0423.00222.0056i_02398;RM_Type_IIG__Type_IIG;ESCO.0423.00001.0001i_05351;ESCO.0423.00222.0056i_02398;ESCO.0423.00222.0056i_02398
ECOR-31;ESCO.0423.00222.0056i_Zorya_TypeII_1205;Zorya;Zorya_TypeII;ESCO.0423.00222.0056i_02392;Zorya_TypeII__ZorE;ESCO.0423.00001.0001i_05345;ESCO.0423.00001.0001i_05345;ESCO.0423.00185.0062i_02488
ECOR-31;ESCO.0423.00222.0056i_Zorya_TypeII_1205;Zorya;Zorya_TypeII;ESCO.0423.00222.0056i_02394;Zorya__ZorA2;ESCO.0423.00001.0001i_05347;ESCO.0423.00001.0001i_05347;ESCO.0423.00185.0062i_02490
ECOR-31;ESCO.0423.00222.0056i_Zorya_TypeII_1205;Zorya;Zorya_TypeII;ESCO.0423.00222.0056i_02393;Zorya__ZorB;ESCO.0423.00001.0001i_05346;ESCO.0423.00001.0001i_05346;ESCO.0423.00001.0001i_05346
ECOR-31;ESCO.0423.00222.0062i_MazEF_2348;MazEF;MazEF;ESCO.0423.00222.0062i_02620;MazEF__MazE;ESCO.0423.00001.0001i_05294;ESCO.0423.00002.0001i_04266;ESCO.0423.00002.0001i_04266
ECOR-31;ESCO.0423.00222.0062i_MazEF_2348;MazEF;MazEF;ESCO.0423.00222.0062i_02621;MazEF__MazF;ESCO.0423.00001.0001i_05295;ESCO.0423.00001.0001i_05295;ESCO.0423.00213.0019i_03583
ECOR-31;ESCO.0423.00222.0063i_RnlAB_2462;RnlAB;RnlAB;ESCO.0423.00222.0063i_02697;RnlAB__RnlA;ESCO.0423.00017.0037i_04961;ESCO.0423.00017.0037i_04961;ESCO.0423.00017.0037i_04961
ECOR-31;ESCO.0423.00222.0063i_RnlAB_2462;RnlAB;RnlAB;ESCO.0423.00222.0063i_02696;RnlAB__RnlB;ESCO.0423.00017.0037i_04960;ESCO.0423.00017.0037i_04960;ESCO.0423.00017.0037i_04960
ECOR-31;ESCO.0423.00222.0087i_RM_Type_II_3579;RM;RM_Type_II;ESCO.0423.00222.0087i_04257;RM_Type_II__Type_II_MTases;ESCO.0423.00003.0001i_02832;ESCO.0423.00099.0017i_01368;ESCO.0423.00099.0017i_01368
ECOR-31;ESCO.0423.00222.0087i_RM_Type_II_3579;RM;RM_Type_II;ESCO.0423.00222.0087i_04256;RM_Type_II__Type_II_REases;ESCO.0423.00099.0017i_01369;ESCO.0423.00099.0017i_01369;ESCO.0423.00099.0017i_01369
ECOR-31;ESCO.0423.00222.0094i_Mok_Hok_Sok_1428;Mok_Hok_Sok;Mok_Hok_Sok;ESCO.0423.00222.0094i_04535;Mok_Hok_Sok__Mok;ESCO.0423.00008.0153i_04743;ESCO.0423.00008.0153i_04743;ESCO.0423.00008.0153i_04743
ECOR-32;ESCO.0423.00135.0001i_PD-Lambda-4_425;PD-Lambda-4;PD-Lambda-4;ESCO.0423.00135.0001i_00002;PD-Lambda-4__PD-Lambda-4_A;ESCO.0423.00028.0246i_03761;ESCO.0423.00066.0025i_04203;ESCO.0423.00066.0025i_04203
ECOR-32;ESCO.0423.00135.0001i_PD-Lambda-4_425;PD-Lambda-4;PD-Lambda-4;ESCO.0423.00135.0001i_00001;PD-Lambda-4__PD-Lambda-4_B;ESCO.0423.00008.0004i_02089;ESCO.0423.00135.0001i_00001;ESCO.0423.00135.0001i_00001
ECOR-32;ESCO.0423.00135.0023i_CAS_Class1-Subtype-I-E_3785;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00135.0023i_01091;cas1_I-E_1;ESCO.0423.00001.0001i_03702;ESCO.0423.00001.0001i_03702;ESCO.0423.00066.0015i_03441
ECOR-32;ESCO.0423.00135.0023i_CAS_Class1-Subtype-I-E_3785;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00135.0023i_01090;cas2_I-E_2;ESCO.0423.00001.0001i_03701;ESCO.0423.00001.0001i_03701;ESCO.0423.00001.0001i_03701
ECOR-32;ESCO.0423.00135.0023i_CAS_Class1-Subtype-I-E_3785;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00135.0023i_01097;cas3_I_5;ESCO.0423.00001.0001i_03708;ESCO.0423.00086.0008i_02092;ESCO.0423.00086.0008i_02092
ECOR-32;ESCO.0423.00135.0023i_CAS_Class1-Subtype-I-E_3785;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00135.0023i_01093;cas5_I-E_3;ESCO.0423.00001.0001i_03704;ESCO.0423.00018.0002i_01556;ESCO.0423.00066.0015i_03439
ECOR-32;ESCO.0423.00135.0023i_CAS_Class1-Subtype-I-E_3785;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00135.0023i_01092;cas6e_I_II_III_IV_V_VI_1;ESCO.0423.00001.0001i_03703;ESCO.0423.00018.0002i_01557;ESCO.0423.00066.0015i_03440
ECOR-32;ESCO.0423.00135.0023i_CAS_Class1-Subtype-I-E_3785;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00135.0023i_01094;cas7_I-E_2;ESCO.0423.00066.0015i_03438;ESCO.0423.00052.0088i_03915;ESCO.0423.00086.0008i_02089
ECOR-32;ESCO.0423.00135.0023i_CAS_Class1-Subtype-I-E_3785;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00135.0023i_01096;cas8e_I-E_1;ESCO.0423.00001.0001i_03707;ESCO.0423.00086.0008i_02091;ESCO.0423.00086.0008i_02091
ECOR-32;ESCO.0423.00135.0023i_CAS_Class1-Subtype-I-E_3785;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00135.0023i_01095;cse2gr11_I-E_2;ESCO.0423.00016.0058i_01988;ESCO.0423.00086.0008i_02090;ESCO.0423.00086.0008i_02090
ECOR-32;ESCO.0423.00135.0023i_MazEF_2022;MazEF;MazEF;ESCO.0423.00135.0023i_01112;MazEF__MazE;ESCO.0423.00001.0001i_03735;ESCO.0423.00001.0001i_03735;ESCO.0423.00001.0001i_03735
ECOR-32;ESCO.0423.00135.0023i_MazEF_2022;MazEF;MazEF;ESCO.0423.00135.0023i_01111;MazEF__MazF;ESCO.0423.00001.0001i_03734;ESCO.0423.00001.0001i_03734;ESCO.0423.00002.0001i_02781
ECOR-32;ESCO.0423.00135.0052i_RloC_160;RloC;RloC;ESCO.0423.00135.0052i_01823;RloC__RloC;ESCO.0423.00037.0020i_02535;ESCO.0423.00037.0020i_02535;ESCO.0423.00135.0052i_01823
ECOR-32;ESCO.0423.00135.0084i_Dpd_1113;Dpd;Dpd;ESCO.0423.00135.0084i_03452;Dpd__DpdA;ESCO.0423.00033.0003i_00059;ESCO.0423.00110.0015i_03056;ESCO.0423.00110.0015i_03056
ECOR-32;ESCO.0423.00135.0084i_Dpd_1113;Dpd;Dpd;ESCO.0423.00135.0084i_03453;Dpd__DpdB;ESCO.0423.00110.0015i_03055;ESCO.0423.00110.0015i_03055;ESCO.0423.00110.0015i_03055
ECOR-32;ESCO.0423.00135.0084i_Dpd_1113;Dpd;Dpd;ESCO.0423.00135.0084i_03451;Dpd__DpdC;ESCO.0423.00033.0003i_00060;ESCO.0423.00110.0015i_03057;ESCO.0423.00110.0015i_03057
ECOR-32;ESCO.0423.00135.0084i_Dpd_1113;Dpd;Dpd;ESCO.0423.00135.0084i_03461;Dpd__DpdD;ESCO.0423.00110.0015i_03047;ESCO.0423.00110.0015i_03047;ESCO.0423.00135.0084i_03461
ECOR-32;ESCO.0423.00135.0084i_Dpd_1113;Dpd;Dpd;ESCO.0423.00135.0084i_03454;Dpd__DpdE;ESCO.0423.00110.0015i_03054;ESCO.0423.00110.0015i_03054;ESCO.0423.00110.0015i_03054
ECOR-32;ESCO.0423.00135.0084i_Dpd_1113;Dpd;Dpd;ESCO.0423.00135.0084i_03455;Dpd__DpdF;ESCO.0423.00110.0015i_03053;ESCO.0423.00110.0015i_03053;ESCO.0423.00135.0084i_03455
ECOR-32;ESCO.0423.00135.0084i_Dpd_1113;Dpd;Dpd;ESCO.0423.00135.0084i_03456;Dpd__DpdG;ESCO.0423.00110.0015i_03052;ESCO.0423.00110.0015i_03052;ESCO.0423.00110.0015i_03052
ECOR-32;ESCO.0423.00135.0084i_Dpd_1113;Dpd;Dpd;ESCO.0423.00135.0084i_03457;Dpd__DpdH;ESCO.0423.00110.0015i_03051;ESCO.0423.00110.0015i_03051;ESCO.0423.00110.0015i_03051
ECOR-32;ESCO.0423.00135.0084i_Dpd_1113;Dpd;Dpd;ESCO.0423.00135.0084i_03458;Dpd__DpdI;ESCO.0423.00110.0015i_03050;ESCO.0423.00110.0015i_03050;ESCO.0423.00110.0015i_03050
ECOR-32;ESCO.0423.00135.0084i_Dpd_1113;Dpd;Dpd;ESCO.0423.00135.0084i_03459;Dpd__DpdJ;ESCO.0423.00110.0015i_03049;ESCO.0423.00110.0015i_03049;ESCO.0423.00110.0015i_03049
ECOR-32;ESCO.0423.00135.0084i_Dpd_1113;Dpd;Dpd;ESCO.0423.00135.0084i_03460;Dpd__DpdK;ESCO.0423.00110.0015i_03048;ESCO.0423.00110.0015i_03048;ESCO.0423.00110.0015i_03048
ECOR-32;ESCO.0423.00135.0084i_Dpd_1113;Dpd;Dpd;ESCO.0423.00135.0084i_03462;Dpd__QueD;ESCO.0423.00033.0003i_00049;ESCO.0423.00110.0015i_03046;ESCO.0423.00110.0015i_03046
ECOR-33;ESCO.0423.00148.0004i_RloC_164;RloC;RloC;ESCO.0423.00148.0004i_00114;RloC__RloC;ESCO.0423.00037.0020i_02535;ESCO.0423.00037.0020i_02535;ESCO.0423.00135.0052i_01823
ECOR-33;ESCO.0423.00148.0034i_Dpd_1114;Dpd;Dpd;ESCO.0423.00148.0034i_01306;Dpd__DpdA;ESCO.0423.00033.0003i_00059;ESCO.0423.00110.0015i_03056;ESCO.0423.00110.0015i_03056
ECOR-33;ESCO.0423.00148.0034i_Dpd_1114;Dpd;Dpd;ESCO.0423.00148.0034i_01307;Dpd__DpdB;ESCO.0423.00110.0015i_03055;ESCO.0423.00110.0015i_03055;ESCO.0423.00110.0015i_03055
ECOR-33;ESCO.0423.00148.0034i_Dpd_1114;Dpd;Dpd;ESCO.0423.00148.0034i_01305;Dpd__DpdC;ESCO.0423.00033.0003i_00060;ESCO.0423.00110.0015i_03057;ESCO.0423.00110.0015i_03057
ECOR-33;ESCO.0423.00148.0034i_Dpd_1114;Dpd;Dpd;ESCO.0423.00148.0034i_01315;Dpd__DpdD;ESCO.0423.00110.0015i_03047;ESCO.0423.00110.0015i_03047;ESCO.0423.00135.0084i_03461
ECOR-33;ESCO.0423.00148.0034i_Dpd_1114;Dpd;Dpd;ESCO.0423.00148.0034i_01308;Dpd__DpdE;ESCO.0423.00110.0015i_03054;ESCO.0423.00110.0015i_03054;ESCO.0423.00110.0015i_03054
ECOR-33;ESCO.0423.00148.0034i_Dpd_1114;Dpd;Dpd;ESCO.0423.00148.0034i_01309;Dpd__DpdF;ESCO.0423.00110.0015i_03053;ESCO.0423.00110.0015i_03053;ESCO.0423.00135.0084i_03455
ECOR-33;ESCO.0423.00148.0034i_Dpd_1114;Dpd;Dpd;ESCO.0423.00148.0034i_01310;Dpd__DpdG;ESCO.0423.00110.0015i_03052;ESCO.0423.00110.0015i_03052;ESCO.0423.00110.0015i_03052
ECOR-33;ESCO.0423.00148.0034i_Dpd_1114;Dpd;Dpd;ESCO.0423.00148.0034i_01311;Dpd__DpdH;ESCO.0423.00110.0015i_03051;ESCO.0423.00110.0015i_03051;ESCO.0423.00110.0015i_03051
ECOR-33;ESCO.0423.00148.0034i_Dpd_1114;Dpd;Dpd;ESCO.0423.00148.0034i_01312;Dpd__DpdI;ESCO.0423.00110.0015i_03050;ESCO.0423.00110.0015i_03050;ESCO.0423.00110.0015i_03050
ECOR-33;ESCO.0423.00148.0034i_Dpd_1114;Dpd;Dpd;ESCO.0423.00148.0034i_01313;Dpd__DpdJ;ESCO.0423.00110.0015i_03049;ESCO.0423.00110.0015i_03049;ESCO.0423.00110.0015i_03049
ECOR-33;ESCO.0423.00148.0034i_Dpd_1114;Dpd;Dpd;ESCO.0423.00148.0034i_01314;Dpd__DpdK;ESCO.0423.00110.0015i_03048;ESCO.0423.00110.0015i_03048;ESCO.0423.00110.0015i_03048
ECOR-33;ESCO.0423.00148.0034i_Dpd_1114;Dpd;Dpd;ESCO.0423.00148.0034i_01316;Dpd__QueD;ESCO.0423.00033.0003i_00049;ESCO.0423.00110.0015i_03046;ESCO.0423.00110.0015i_03046
ECOR-33;ESCO.0423.00148.0062i_CAS_Class1-Subtype-I-E_3797;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00148.0062i_02145;cas1_I-E_1;ESCO.0423.00001.0001i_03702;ESCO.0423.00001.0001i_03702;ESCO.0423.00066.0015i_03441
ECOR-33;ESCO.0423.00148.0062i_CAS_Class1-Subtype-I-E_3797;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00148.0062i_02144;cas2_I-E_2;ESCO.0423.00001.0001i_03701;ESCO.0423.00001.0001i_03701;ESCO.0423.00001.0001i_03701
ECOR-33;ESCO.0423.00148.0062i_CAS_Class1-Subtype-I-E_3797;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00148.0062i_02151;cas3_I_5;ESCO.0423.00001.0001i_03708;ESCO.0423.00086.0008i_02092;ESCO.0423.00086.0008i_02092
ECOR-33;ESCO.0423.00148.0062i_CAS_Class1-Subtype-I-E_3797;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00148.0062i_02147;cas5_I-E_3;ESCO.0423.00001.0001i_03704;ESCO.0423.00018.0002i_01556;ESCO.0423.00066.0015i_03439
ECOR-33;ESCO.0423.00148.0062i_CAS_Class1-Subtype-I-E_3797;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00148.0062i_02146;cas6e_I_II_III_IV_V_VI_1;ESCO.0423.00001.0001i_03703;ESCO.0423.00018.0002i_01557;ESCO.0423.00066.0015i_03440
ECOR-33;ESCO.0423.00148.0062i_CAS_Class1-Subtype-I-E_3797;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00148.0062i_02148;cas7_I-E_2;ESCO.0423.00066.0015i_03438;ESCO.0423.00052.0088i_03915;ESCO.0423.00086.0008i_02089
ECOR-33;ESCO.0423.00148.0062i_CAS_Class1-Subtype-I-E_3797;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00148.0062i_02150;cas8e_I-E_1;ESCO.0423.00001.0001i_03707;ESCO.0423.00086.0008i_02091;ESCO.0423.00086.0008i_02091
ECOR-33;ESCO.0423.00148.0062i_CAS_Class1-Subtype-I-E_3797;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00148.0062i_02149;cse2gr11_I-E_2;ESCO.0423.00016.0058i_01988;ESCO.0423.00086.0008i_02090;ESCO.0423.00086.0008i_02090
ECOR-33;ESCO.0423.00148.0062i_MazEF_2033;MazEF;MazEF;ESCO.0423.00148.0062i_02166;MazEF__MazE;ESCO.0423.00001.0001i_03735;ESCO.0423.00001.0001i_03735;ESCO.0423.00001.0001i_03735
ECOR-33;ESCO.0423.00148.0062i_MazEF_2033;MazEF;MazEF;ESCO.0423.00148.0062i_02165;MazEF__MazF;ESCO.0423.00001.0001i_03734;ESCO.0423.00001.0001i_03734;ESCO.0423.00002.0001i_02781
ECOR-33;ESCO.0423.00148.0115i_PD-Lambda-4_427;PD-Lambda-4;PD-Lambda-4;ESCO.0423.00148.0115i_03265;PD-Lambda-4__PD-Lambda-4_A;ESCO.0423.00028.0246i_03761;ESCO.0423.00066.0025i_04203;ESCO.0423.00066.0025i_04203
