bacteria;replicon;gene;start;end;length
ESCO.0722.00169;ESCO.0722.00169.0184;ESCO.0722.00169.0184b_04560;1;78;77
ESCO.0722.00169;ESCO.0722.00169.0002;ESCO.0722.00169.0002i_00753;339344;340210;866
ESCO.0722.00169;ESCO.0722.00169.0006;ESCO.0722.00169.0006i_01233;134876;134974;98
ESCO.0722.00169;ESCO.0722.00169.0016;ESCO.0722.00169.0016b_03025;129250;129921;671
ESCO.0722.00169;ESCO.0722.00169.0044;ESCO.0722.00169.0044i_04177;6538;9924;3386
ESCO.0722.00169;ESCO.0722.00169.0053;ESCO.0722.00169.0053i_04305;5285;5995;710
ESCO.0722.00169;ESCO.0722.00169.0059;ESCO.0722.00169.0059i_04369;6359;6808;449
ESCO.0722.00169;ESCO.0722.00169.0092;ESCO.0722.00169.0092b_04465;1;1095;1094
ESCO.0722.00169;ESCO.0722.00169.0122;ESCO.0722.00169.0122b_04497;2;133;131
ESCO.0722.00169;ESCO.0722.00169.0185;ESCO.0722.00169.0185b_04561;86;205;119
ESCO.0722.00169;ESCO.0722.00169.0002;ESCO.0722.00169.0002i_00608;174577;175659;1082
ESCO.0722.00169;ESCO.0722.00169.0048;ESCO.0722.00169.0048i_04224;9520;9750;230
ESCO.0722.00169;ESCO.0722.00169.0050;ESCO.0722.00169.0050b_04256;14334;14483;149
ESCO.0722.00169;ESCO.0722.00169.0055;ESCO.0722.00169.0055b_04320;28;378;350
ESCO.0722.00169;ESCO.0722.00169.0063;ESCO.0722.00169.0063b_04384;1;234;233
ESCO.0722.00169;ESCO.0722.00169.0070;ESCO.0722.00169.0070b_04416;4004;4087;83
ESCO.0722.00169;ESCO.0722.00169.0082;ESCO.0722.00169.0082b_04448;27;1397;1370
ESCO.0722.00169;ESCO.0722.00169.0105;ESCO.0722.00169.0105b_04480;2;154;152
ESCO.0722.00169;ESCO.0722.00169.0133;ESCO.0722.00169.0133b_04512;2;289;287
ESCO.0722.00169;ESCO.0722.00169.0166;ESCO.0722.00169.0166b_04544;3;221;218
ESCO.0722.00169;ESCO.0722.00169.0009;ESCO.0722.00169.0009i_02113;198508;198843;335
ESCO.0722.00169;ESCO.0722.00169.0039;ESCO.0722.00169.0039i_04065;15004;16164;1160
ESCO.0722.00169;ESCO.0722.00169.0071;ESCO.0722.00169.0071b_04417;253;492;239
ESCO.0722.00169;ESCO.0722.00169.0105;ESCO.0722.00169.0105b_04481;245;556;311
ESCO.0722.00169;ESCO.0722.00169.0167;ESCO.0722.00169.0167b_04545;2;223;221
ESCO.0722.00169;ESCO.0722.00169.0009;ESCO.0722.00169.0009i_02114;198851;199591;740
ESCO.0722.00169;ESCO.0722.00169.0071;ESCO.0722.00169.0071i_04418;543;650;107
ESCO.0722.00169;ESCO.0722.00169.0084;ESCO.0722.00169.0084b_04450;2;124;122
ESCO.0722.00169;ESCO.0722.00169.0106;ESCO.0722.00169.0106b_04482;1;552;551
ESCO.0722.00169;ESCO.0722.00169.0168;ESCO.0722.00169.0168b_04546;2;220;218
ESCO.0722.00169;ESCO.0722.00169.0001;ESCO.0722.00169.0001i_00405;403478;403891;413
ESCO.0722.00169;ESCO.0722.00169.0002;ESCO.0722.00169.0002i_00533;101250;101936;686
ESCO.0722.00169;ESCO.0722.00169.0002;ESCO.0722.00169.0002i_00757;342736;343107;371
ESCO.0722.00169;ESCO.0722.00169.0013;ESCO.0722.00169.0013i_02677;16018;16293;275
ESCO.0722.00169;ESCO.0722.00169.0018;ESCO.0722.00169.0018i_03221;106817;107077;260
ESCO.0722.00169;ESCO.0722.00169.0050;ESCO.0722.00169.0050i_04245;3180;3383;203
ESCO.0722.00169;ESCO.0722.00169.0076;ESCO.0722.00169.0076b_04437;2150;2287;137
ESCO.0722.00169;ESCO.0722.00169.0125;ESCO.0722.00169.0125b_04501;2;316;314
ESCO.0722.00169;ESCO.0722.00169.0190;ESCO.0722.00169.0190b_04565;3;158;155
ESCO.0722.00169;ESCO.0722.00169.0002;ESCO.0722.00169.0002i_00534;102122;102766;644
ESCO.0722.00169;ESCO.0722.00169.0002;ESCO.0722.00169.0002i_00758;343085;344023;938
ESCO.0722.00169;ESCO.0722.00169.0006;ESCO.0722.00169.0006i_01302;210369;210605;236
ESCO.0722.00169;ESCO.0722.00169.0018;ESCO.0722.00169.0018b_03222;107104;107607;503
ESCO.0722.00169;ESCO.0722.00169.0053;ESCO.0722.00169.0053b_04310;10232;10711;479
ESCO.0722.00169;ESCO.0722.00169.0097;ESCO.0722.00169.0097b_04470;1;174;173
ESCO.0722.00169;ESCO.0722.00169.0126;ESCO.0722.00169.0126b_04502;2;313;311
ESCO.0722.00169;ESCO.0722.00169.0006;ESCO.0722.00169.0006i_01352;272091;272507;416
ESCO.0722.00169;ESCO.0722.00169.0007;ESCO.0722.00169.0007i_01480;103690;103932;242
ESCO.0722.00169;ESCO.0722.00169.0011;ESCO.0722.00169.0011i_02504;173909;174100;191
ESCO.0722.00169;ESCO.0722.00169.0021;ESCO.0722.00169.0021b_03400;4033;5868;1835
ESCO.0722.00169;ESCO.0722.00169.0051;ESCO.0722.00169.0051i_04264;2908;3285;377
ESCO.0722.00169;ESCO.0722.00169.0073;ESCO.0722.00169.0073b_04424;1;453;452
ESCO.0722.00169;ESCO.0722.00169.0176;ESCO.0722.00169.0176b_04552;1;216;215
ESCO.0722.00169;ESCO.0722.00169.0006;ESCO.0722.00169.0006i_01353;272523;272750;227
ESCO.0722.00169;ESCO.0722.00169.0007;ESCO.0722.00169.0007i_01385;2432;2878;446
ESCO.0722.00169;ESCO.0722.00169.0007;ESCO.0722.00169.0007i_01673;324211;324765;554
ESCO.0722.00169;ESCO.0722.00169.0022;ESCO.0722.00169.0022b_03401;1;354;353
ESCO.0722.00169;ESCO.0722.00169.0028;ESCO.0722.00169.0028b_03657;1169;1417;248
ESCO.0722.00169;ESCO.0722.00169.0051;ESCO.0722.00169.0051i_04265;3282;3710;428
ESCO.0722.00169;ESCO.0722.00169.0059;ESCO.0722.00169.0059i_04361;1427;2659;1232
ESCO.0722.00169;ESCO.0722.00169.0073;ESCO.0722.00169.0073i_04425;519;1337;818
ESCO.0722.00169;ESCO.0722.00169.0087;ESCO.0722.00169.0087b_04457;608;1417;809
ESCO.0722.00169;ESCO.0722.00169.0113;ESCO.0722.00169.0113b_04489;3;380;377
ESCO.0722.00169;ESCO.0722.00169.0177;ESCO.0722.00169.0177b_04553;2;106;104
ESCO.0722.00169;ESCO.0722.00169.0001;ESCO.0722.00169.0001i_00074;64683;66350;1667
ESCO.0722.00169;ESCO.0722.00169.0001;ESCO.0722.00169.0001i_00426;421435;421722;287
ESCO.0722.00169;ESCO.0722.00169.0022;ESCO.0722.00169.0022i_03402;1463;2347;884
ESCO.0722.00169;ESCO.0722.00169.0028;ESCO.0722.00169.0028i_03658;1935;3191;1256
ESCO.0722.00169;ESCO.0722.00169.0032;ESCO.0722.00169.0032i_03882;31257;31445;188
ESCO.0722.00169;ESCO.0722.00169.0059;ESCO.0722.00169.0059i_04362;2997;3689;692
ESCO.0722.00169;ESCO.0722.00169.0073;ESCO.0722.00169.0073i_04426;1351;1944;593
ESCO.0722.00169;ESCO.0722.00169.0177;ESCO.0722.00169.0177b_04554;146;211;65
ESCO.0722.00169;ESCO.0722.00169.0001;ESCO.0722.00169.0001i_00111;102389;103978;1589
ESCO.0722.00169;ESCO.0722.00169.0002;ESCO.0722.00169.0002i_00751;336884;337660;776
ESCO.0722.00169;ESCO.0722.00169.0034;ESCO.0722.00169.0034b_03919;3;86;83
ESCO.0722.00169;ESCO.0722.00169.0042;ESCO.0722.00169.0042i_04143;27417;27962;545
ESCO.0722.00169;ESCO.0722.00169.0044;ESCO.0722.00169.0044i_04175;5063;5527;464
ESCO.0722.00169;ESCO.0722.00169.0047;ESCO.0722.00169.0047b_04207;144;530;386
ESCO.0722.00169;ESCO.0722.00169.0053;ESCO.0722.00169.0053i_04303;1614;2924;1310
ESCO.0722.00169;ESCO.0722.00169.0059;ESCO.0722.00169.0059i_04367;4733;5548;815
ESCO.0722.00169;ESCO.0722.00169.0067;ESCO.0722.00169.0067i_04399;1728;2027;299
ESCO.0722.00169;ESCO.0722.00169.0150;ESCO.0722.00169.0150b_04527;1;186;185
ESCO.0722.00169;ESCO.0722.00169.0182;ESCO.0722.00169.0182b_04559;3;206;203
ESCO.0722.00169;ESCO.0722.00169.0018;ESCO.0722.00169.0018i_03205;87031;87366;335
ESCO.0722.00169;ESCO.0722.00169.0138;ESCO.0722.00169.0138b_04517;3;281;278
ESCO.0722.00169;ESCO.0722.00169.0173;ESCO.0722.00169.0173b_04549;3;218;215
ESCO.0722.00169;ESCO.0722.00169.0001;ESCO.0722.00169.0001i_00422;418707;419579;872
ESCO.0722.00169;ESCO.0722.00169.0018;ESCO.0722.00169.0018i_03206;87505;87657;152
ESCO.0722.00169;ESCO.0722.00169.0048;ESCO.0722.00169.0048b_04230;14996;15058;62
ESCO.0722.00169;ESCO.0722.00169.0110;ESCO.0722.00169.0110b_04486;3;170;167
ESCO.0722.00169;ESCO.0722.00169.0139;ESCO.0722.00169.0139b_04518;2;280;278
ESCO.0722.00169;ESCO.0722.00169.0174;ESCO.0722.00169.0174b_04550;145;216;71
ESCO.0722.00169;ESCO.0722.00169.0007;ESCO.0722.00169.0007i_01479;103246;103683;437
ESCO.0722.00169;ESCO.0722.00169.0086;ESCO.0722.00169.0086b_04455;846;1418;572
ESCO.0722.00169;ESCO.0722.00169.0175;ESCO.0722.00169.0175b_04551;2;136;134
ESCO.0722.00169;ESCO.0722.00169.0001;ESCO.0722.00169.0001i_00218;210767;212716;1949
ESCO.0722.00169;ESCO.0722.00169.0016;ESCO.0722.00169.0016i_03002;106858;107178;320
ESCO.0722.00169;ESCO.0722.00169.0044;ESCO.0722.00169.0044i_04186;15797;16375;578
ESCO.0722.00169;ESCO.0722.00169.0048;ESCO.0722.00169.0048i_04218;1913;2959;1046
ESCO.0722.00169;ESCO.0722.00169.0050;ESCO.0722.00169.0050i_04250;8017;8568;551
ESCO.0722.00169;ESCO.0722.00169.0057;ESCO.0722.00169.0057i_04346;2521;5028;2507
ESCO.0722.00169;ESCO.0722.00169.0161;ESCO.0722.00169.0161b_04538;3;227;224
ESCO.0722.00169;ESCO.0722.00169.0202;ESCO.0722.00169.0202b_04570;3;113;110
ESCO.0722.00169;ESCO.0722.00169.0016;ESCO.0722.00169.0016i_03003;107227;107931;704
ESCO.0722.00169;ESCO.0722.00169.0048;ESCO.0722.00169.0048i_04219;2964;5924;2960
ESCO.0722.00169;ESCO.0722.00169.0057;ESCO.0722.00169.0057i_04347;5101;5532;431
ESCO.0722.00169;ESCO.0722.00169.0070;ESCO.0722.00169.0070b_04411;37;1101;1064
ESCO.0722.00169;ESCO.0722.00169.0079;ESCO.0722.00169.0079b_04443;1881;2081;200
ESCO.0722.00169;ESCO.0722.00169.0102;ESCO.0722.00169.0102b_04475;2;595;593
ESCO.0722.00169;ESCO.0722.00169.0162;ESCO.0722.00169.0162b_04539;2;226;224
ESCO.0722.00169;ESCO.0722.00169.0203;ESCO.0722.00169.0203b_04571;3;110;107
ESCO.0722.00169;ESCO.0722.00169.0048;ESCO.0722.00169.0048i_04220;5938;7605;1667
ESCO.0722.00169;ESCO.0722.00169.0051;ESCO.0722.00169.0051b_04284;12738;13319;581
ESCO.0722.00169;ESCO.0722.00169.0057;ESCO.0722.00169.0057i_04348;5513;6214;701
ESCO.0722.00169;ESCO.0722.00169.0103;ESCO.0722.00169.0103b_04476;3;575;572
ESCO.0722.00169;ESCO.0722.00169.0163;ESCO.0722.00169.0163b_04540;2;109;107
ESCO.0722.00169;ESCO.0722.00169.0002;ESCO.0722.00169.0002i_00759;344377;346506;2129
ESCO.0722.00169;ESCO.0722.00169.0006;ESCO.0722.00169.0006i_01335;248893;249033;140
ESCO.0722.00169;ESCO.0722.00169.0011;ESCO.0722.00169.0011i_02519;190717;190890;173
ESCO.0722.00169;ESCO.0722.00169.0020;ESCO.0722.00169.0020i_03351;45504;45878;374
ESCO.0722.00169;ESCO.0722.00169.0057;ESCO.0722.00169.0057b_04343;258;1523;1265
ESCO.0722.00169;ESCO.0722.00169.0002;ESCO.0722.00169.0002b_00760;346543;347793;1250
ESCO.0722.00169;ESCO.0722.00169.0011;ESCO.0722.00169.0011i_02520;190835;190978;143
ESCO.0722.00169;ESCO.0722.00169.0012;ESCO.0722.00169.0012i_02648;135002;135343;341
ESCO.0722.00169;ESCO.0722.00169.0025;ESCO.0722.00169.0025i_03576;44221;44613;392
ESCO.0722.00169;ESCO.0722.00169.0044;ESCO.0722.00169.0044i_04184;14438;14956;518
ESCO.0722.00169;ESCO.0722.00169.0048;ESCO.0722.00169.0048i_04216;639;1166;527
ESCO.0722.00169;ESCO.0722.00169.0057;ESCO.0722.00169.0057i_04344;1543;2076;533
ESCO.0722.00169;ESCO.0722.00169.0078;ESCO.0722.00169.0078b_04440;332;2083;1751
ESCO.0722.00169;ESCO.0722.00169.0099;ESCO.0722.00169.0099b_04472;3;629;626
ESCO.0722.00169;ESCO.0722.00169.0159;ESCO.0722.00169.0159b_04536;48;233;185
ESCO.0722.00169;ESCO.0722.00169.0042;ESCO.0722.00169.0042b_04121;2;82;80
ESCO.0722.00169;ESCO.0722.00169.0044;ESCO.0722.00169.0044i_04185;14956;15774;818
ESCO.0722.00169;ESCO.0722.00169.0048;ESCO.0722.00169.0048i_04217;1176;1532;356
ESCO.0722.00169;ESCO.0722.00169.0057;ESCO.0722.00169.0057i_04345;2081;2533;452
ESCO.0722.00169;ESCO.0722.00169.0100;ESCO.0722.00169.0100b_04473;1;600;599
ESCO.0722.00169;ESCO.0722.00169.0128;ESCO.0722.00169.0128b_04505;1;309;308
ESCO.0722.00169;ESCO.0722.00169.0160;ESCO.0722.00169.0160b_04537;2;229;227
ESCO.0722.00169;ESCO.0722.00169.0058;ESCO.0722.00169.0058i_04355;3771;4826;1055
ESCO.0722.00169;ESCO.0722.00169.0107;ESCO.0722.00169.0107b_04483;2;517;515
ESCO.0722.00169;ESCO.0722.00169.0169;ESCO.0722.00169.0169b_04547;1;219;218
ESCO.0722.00169;ESCO.0722.00169.0137;ESCO.0722.00169.0137b_04516;2;286;284
ESCO.0722.00169;ESCO.0722.00169.0171;ESCO.0722.00169.0171b_04548;101;220;119
ESCO.0722.00169;ESCO.0722.00169.0008;ESCO.0722.00169.0008i_01701;18657;18833;176
ESCO.0722.00169;ESCO.0722.00169.0002;ESCO.0722.00169.0002i_00754;340207;341196;989
ESCO.0722.00169;ESCO.0722.00169.0011;ESCO.0722.00169.0011b_02354;1;474;473
ESCO.0722.00169;ESCO.0722.00169.0044;ESCO.0722.00169.0044i_04178;9951;11105;1154
ESCO.0722.00169;ESCO.0722.00169.0053;ESCO.0722.00169.0053i_04306;6289;7785;1496
ESCO.0722.00169;ESCO.0722.00169.0067;ESCO.0722.00169.0067b_04402;4061;4267;206
ESCO.0722.00169;ESCO.0722.00169.0152;ESCO.0722.00169.0152b_04530;62;235;173
ESCO.0722.00169;ESCO.0722.00169.0002;ESCO.0722.00169.0002i_00755;341196;342152;956
ESCO.0722.00169;ESCO.0722.00169.0011;ESCO.0722.00169.0011i_02355;467;1255;788
ESCO.0722.00169;ESCO.0722.00169.0018;ESCO.0722.00169.0018i_03219;101725;102474;749
ESCO.0722.00169;ESCO.0722.00169.0032;ESCO.0722.00169.0032i_03891;41707;42675;968
ESCO.0722.00169;ESCO.0722.00169.0044;ESCO.0722.00169.0044i_04179;11121;11378;257
ESCO.0722.00169;ESCO.0722.00169.0053;ESCO.0722.00169.0053i_04307;7832;8719;887
ESCO.0722.00169;ESCO.0722.00169.0076;ESCO.0722.00169.0076b_04435;189;863;674
ESCO.0722.00169;ESCO.0722.00169.0153;ESCO.0722.00169.0153b_04531;1;156;155
ESCO.0722.00169;ESCO.0722.00169.0188;ESCO.0722.00169.0188b_04563;3;143;140
ESCO.0722.00169;ESCO.0722.00169.0002;ESCO.0722.00169.0002i_00756;342149;342787;638
ESCO.0722.00169;ESCO.0722.00169.0011;ESCO.0722.00169.0011i_02356;1340;2260;920
ESCO.0722.00169;ESCO.0722.00169.0018;ESCO.0722.00169.0018i_03220;102743;106594;3851
ESCO.0722.00169;ESCO.0722.00169.0044;ESCO.0722.00169.0044i_04180;11405;12991;1586
ESCO.0722.00169;ESCO.0722.00169.0050;ESCO.0722.00169.0050b_04244;1263;2840;1577
ESCO.0722.00169;ESCO.0722.00169.0056;ESCO.0722.00169.0056i_04340;7385;7969;584
ESCO.0722.00169;ESCO.0722.00169.0076;ESCO.0722.00169.0076i_04436;1003;1629;626
ESCO.0722.00169;ESCO.0722.00169.0124;ESCO.0722.00169.0124b_04500;2;325;323
ESCO.0722.00169;ESCO.0722.00169.0189;ESCO.0722.00169.0189b_04564;3;164;161
ESCO.0722.00169;ESCO.0722.00169.0044;ESCO.0722.00169.0044i_04189;18353;19531;1178
ESCO.0722.00169;ESCO.0722.00169.0048;ESCO.0722.00169.0048i_04221;8286;8552;266
ESCO.0722.00169;ESCO.0722.00169.0057;ESCO.0722.00169.0057i_04349;6270;6860;590
ESCO.0722.00169;ESCO.0722.00169.0061;ESCO.0722.00169.0061b_04381;3836;5107;1271
ESCO.0722.00169;ESCO.0722.00169.0163;ESCO.0722.00169.0163b_04541;109;228;119
ESCO.0722.00169;ESCO.0722.00169.0209;ESCO.0722.00169.0209b_04573;1;93;92
ESCO.0722.00169;ESCO.0722.00169.0002;ESCO.0722.00169.0002i_00606;171895;172236;341
ESCO.0722.00169;ESCO.0722.00169.0022;ESCO.0722.00169.0022i_03422;18673;18840;167
ESCO.0722.00169;ESCO.0722.00169.0044;ESCO.0722.00169.0044b_04190;19524;20711;1187
ESCO.0722.00169;ESCO.0722.00169.0057;ESCO.0722.00169.0057i_04350;7010;7882;872
ESCO.0722.00169;ESCO.0722.00169.0062;ESCO.0722.00169.0062b_04382;3;1100;1097
ESCO.0722.00169;ESCO.0722.00169.0070;ESCO.0722.00169.0070i_04414;2892;3101;209
ESCO.0722.00169;ESCO.0722.00169.0081;ESCO.0722.00169.0081b_04446;2;478;476
ESCO.0722.00169;ESCO.0722.00169.0164;ESCO.0722.00169.0164b_04542;1;96;95
ESCO.0722.00169;ESCO.0722.00169.0048;ESCO.0722.00169.0048i_04223;9040;9129;89
ESCO.0722.00169;ESCO.0722.00169.0057;ESCO.0722.00169.0057b_04351;8479;8652;173
ESCO.0722.00169;ESCO.0722.00169.0132;ESCO.0722.00169.0132b_04511;1;297;296
ESCO.0722.00169;ESCO.0722.00169.0165;ESCO.0722.00169.0165b_04543;2;223;221
ESCO.0722.00169;ESCO.0722.00169.0012;ESCO.0722.00169.0012i_02574;54946;55035;89
ESCO.0722.00169;ESCO.0722.00169.0044;ESCO.0722.00169.0044i_04174;4446;5066;620
ESCO.0722.00169;ESCO.0722.00169.0059;ESCO.0722.00169.0059i_04366;4413;4625;212
ESCO.0722.00169;ESCO.0722.00169.0181;ESCO.0722.00169.0181b_04558;17;211;194
ESCO.0722.00169;ESCO.0722.00169.0022;ESCO.0722.00169.0022i_03403;2371;2868;497
ESCO.0722.00169;ESCO.0722.00169.0028;ESCO.0722.00169.0028i_03659;3255;4187;932
ESCO.0722.00169;ESCO.0722.00169.0028;ESCO.0722.00169.0028b_03723;73433;73513;80
ESCO.0722.00169;ESCO.0722.00169.0044;ESCO.0722.00169.0044i_04171;2990;3319;329
ESCO.0722.00169;ESCO.0722.00169.0052;ESCO.0722.00169.0052i_04299;10003;11451;1448
ESCO.0722.00169;ESCO.0722.00169.0059;ESCO.0722.00169.0059i_04363;3713;3889;176
ESCO.0722.00169;ESCO.0722.00169.0145;ESCO.0722.00169.0145b_04523;3;254;251
ESCO.0722.00169;ESCO.0722.00169.0178;ESCO.0722.00169.0178b_04555;50;211;161
ESCO.0722.00169;ESCO.0722.00169.0022;ESCO.0722.00169.0022i_03404;2998;3183;185
ESCO.0722.00169;ESCO.0722.00169.0028;ESCO.0722.00169.0028i_03660;4184;5128;944
ESCO.0722.00169;ESCO.0722.00169.0044;ESCO.0722.00169.0044i_04172;3335;3736;401
ESCO.0722.00169;ESCO.0722.00169.0052;ESCO.0722.00169.0052b_04300;11501;11866;365
ESCO.0722.00169;ESCO.0722.00169.0059;ESCO.0722.00169.0059i_04364;4032;4202;170
ESCO.0722.00169;ESCO.0722.00169.0067;ESCO.0722.00169.0067b_04396;15;245;230
ESCO.0722.00169;ESCO.0722.00169.0074;ESCO.0722.00169.0074b_04428;2;88;86
ESCO.0722.00169;ESCO.0722.00169.0117;ESCO.0722.00169.0117b_04492;2;313;311
ESCO.0722.00169;ESCO.0722.00169.0146;ESCO.0722.00169.0146b_04524;162;251;89
ESCO.0722.00169;ESCO.0722.00169.0179;ESCO.0722.00169.0179b_04556;1;210;209
ESCO.0722.00169;ESCO.0722.00169.0001;ESCO.0722.00169.0001i_00077;68016;69398;1382
ESCO.0722.00169;ESCO.0722.00169.0027;ESCO.0722.00169.0027i_03597;2834;4153;1319
ESCO.0722.00169;ESCO.0722.00169.0044;ESCO.0722.00169.0044i_04173;3769;4434;665
ESCO.0722.00169;ESCO.0722.00169.0053;ESCO.0722.00169.0053b_04301;382;564;182
ESCO.0722.00169;ESCO.0722.00169.0059;ESCO.0722.00169.0059i_04365;4199;4459;260
ESCO.0722.00169;ESCO.0722.00169.0074;ESCO.0722.00169.0074i_04429;1071;1352;281
ESCO.0722.00169;ESCO.0722.00169.0147;ESCO.0722.00169.0147b_04525;1;189;188
ESCO.0722.00169;ESCO.0722.00169.0180;ESCO.0722.00169.0180b_04557;2;211;209
ESCO.0722.00170;ESCO.0722.00170.0001;ESCO.0722.00170.0001i_00144;158494;159747;1253
ESCO.0722.00170;ESCO.0722.00170.0004;ESCO.0722.00170.0004i_00784;259387;259536;149
ESCO.0722.00170;ESCO.0722.00170.0007;ESCO.0722.00170.0007i_01200;20387;21658;1271
ESCO.0722.00170;ESCO.0722.00170.0010;ESCO.0722.00170.0010i_02000;96221;97210;989
ESCO.0722.00170;ESCO.0722.00170.0031;ESCO.0722.00170.0031i_03952;48650;49615;965
ESCO.0722.00170;ESCO.0722.00170.0037;ESCO.0722.00170.0037i_04208;11354;11842;488
ESCO.0722.00170;ESCO.0722.00170.0043;ESCO.0722.00170.0043i_04464;19348;28674;9326
ESCO.0722.00170;ESCO.0722.00170.0208;ESCO.0722.00170.0208b_04880;1;105;104
ESCO.0722.00170;ESCO.0722.00170.0001;ESCO.0722.00170.0001i_00145;159799;162561;2762
ESCO.0722.00170;ESCO.0722.00170.0002;ESCO.0722.00170.0002i_00465;33043;33363;320
ESCO.0722.00170;ESCO.0722.00170.0004;ESCO.0722.00170.0004i_00785;259791;260510;719
ESCO.0722.00170;ESCO.0722.00170.0007;ESCO.0722.00170.0007i_01201;21655;22782;1127
ESCO.0722.00170;ESCO.0722.00170.0010;ESCO.0722.00170.0010i_02001;97223;97450;227
ESCO.0722.00170;ESCO.0722.00170.0030;ESCO.0722.00170.0030i_03825;32737;33171;434
ESCO.0722.00170;ESCO.0722.00170.0030;ESCO.0722.00170.0030i_03857;52719;53666;947
ESCO.0722.00170;ESCO.0722.00170.0037;ESCO.0722.00170.0037i_04209;11797;12168;371
ESCO.0722.00170;ESCO.0722.00170.0040;ESCO.0722.00170.0040i_04401;34869;35183;314
ESCO.0722.00170;ESCO.0722.00170.0002;ESCO.0722.00170.0002i_00480;42221;43492;1271
ESCO.0722.00170;ESCO.0722.00170.0023;ESCO.0722.00170.0023i_03392;73983;75056;1073
ESCO.0722.00170;ESCO.0722.00170.0040;ESCO.0722.00170.0040i_04352;4742;5104;362
ESCO.0722.00170;ESCO.0722.00170.0002;ESCO.0722.00170.0002i_00481;43851;44522;671
ESCO.0722.00170;ESCO.0722.00170.0003;ESCO.0722.00170.0003i_00545;21093;21200;107
ESCO.0722.00170;ESCO.0722.00170.0023;ESCO.0722.00170.0023i_03393;75177;76013;836
ESCO.0722.00170;ESCO.0722.00170.0028;ESCO.0722.00170.0028i_03777;79757;80053;296
ESCO.0722.00170;ESCO.0722.00170.0031;ESCO.0722.00170.0031i_03937;40397;41134;737
ESCO.0722.00170;ESCO.0722.00170.0040;ESCO.0722.00170.0040i_04353;5101;5493;392
ESCO.0722.00170;ESCO.0722.00170.0095;ESCO.0722.00170.0095b_04769;1;615;614
ESCO.0722.00170;ESCO.0722.00170.0149;ESCO.0722.00170.0149b_04833;1;282;281
ESCO.0722.00170;ESCO.0722.00170.0001;ESCO.0722.00170.0001i_00002;2504;2743;239
ESCO.0722.00170;ESCO.0722.00170.0002;ESCO.0722.00170.0002i_00450;19930;20658;728
ESCO.0722.00170;ESCO.0722.00170.0002;ESCO.0722.00170.0002i_00482;44823;46445;1622
ESCO.0722.00170;ESCO.0722.00170.0003;ESCO.0722.00170.0003i_00546;21197;21304;107
ESCO.0722.00170;ESCO.0722.00170.0031;ESCO.0722.00170.0031i_03938;41131;41367;236
ESCO.0722.00170;ESCO.0722.00170.0073;ESCO.0722.00170.0073b_04738;831;1121;290
ESCO.0722.00170;ESCO.0722.00170.0122;ESCO.0722.00170.0122b_04802;2;340;338
ESCO.0722.00170;ESCO.0722.00170.0150;ESCO.0722.00170.0150b_04834;3;275;272
ESCO.0722.00170;ESCO.0722.00170.0003;ESCO.0722.00170.0003i_00533;13589;13900;311
ESCO.0722.00170;ESCO.0722.00170.0007;ESCO.0722.00170.0007i_01205;29964;30812;848
ESCO.0722.00170;ESCO.0722.00170.0028;ESCO.0722.00170.0028i_03765;67066;67908;842
ESCO.0722.00170;ESCO.0722.00170.0031;ESCO.0722.00170.0031i_03925;31565;31675;110
ESCO.0722.00170;ESCO.0722.00170.0036;ESCO.0722.00170.0036i_04149;3450;3674;224
ESCO.0722.00170;ESCO.0722.00170.0040;ESCO.0722.00170.0040i_04373;13999;14211;212
ESCO.0722.00170;ESCO.0722.00170.0040;ESCO.0722.00170.0040i_04405;36779;38770;1991
ESCO.0722.00170;ESCO.0722.00170.0170;ESCO.0722.00170.0170b_04853;1;210;209
ESCO.0722.00170;ESCO.0722.00170.0215;ESCO.0722.00170.0215b_04885;1;72;71
ESCO.0722.00170;ESCO.0722.00170.0002;ESCO.0722.00170.0002i_00470;35330;36397;1067
ESCO.0722.00170;ESCO.0722.00170.0007;ESCO.0722.00170.0007i_01206;30809;34015;3206
ESCO.0722.00170;ESCO.0722.00170.0030;ESCO.0722.00170.0030i_03862;54940;55563;623
ESCO.0722.00170;ESCO.0722.00170.0171;ESCO.0722.00170.0171b_04854;23;205;182
ESCO.0722.00170;ESCO.0722.00170.0001;ESCO.0722.00170.0001i_00104;111999;112517;518
ESCO.0722.00170;ESCO.0722.00170.0009;ESCO.0722.00170.0009i_01896;216867;217370;503
ESCO.0722.00170;ESCO.0722.00170.0010;ESCO.0722.00170.0010i_01992;85809;88187;2378
ESCO.0722.00170;ESCO.0722.00170.0037;ESCO.0722.00170.0037i_04232;35213;36616;1403
ESCO.0722.00170;ESCO.0722.00170.0048;ESCO.0722.00170.0048i_04616;19073;19291;218
ESCO.0722.00170;ESCO.0722.00170.0052;ESCO.0722.00170.0052b_04680;3;65;62
ESCO.0722.00170;ESCO.0722.00170.0001;ESCO.0722.00170.0001i_00105;112709;113497;788
ESCO.0722.00170;ESCO.0722.00170.0010;ESCO.0722.00170.0010i_01993;88520;90670;2150
ESCO.0722.00170;ESCO.0722.00170.0021;ESCO.0722.00170.0021i_03209;91660;92283;623
ESCO.0722.00170;ESCO.0722.00170.0030;ESCO.0722.00170.0030i_03849;48881;49747;866
ESCO.0722.00170;ESCO.0722.00170.0032;ESCO.0722.00170.0032i_04041;43505;44380;875
