bacteria;gene
ESCO.0722.00256;ESCO.0722.00256.0058b_04696
ESCO.0722.00256;ESCO.0722.00256.0092b_04920
ESCO.0722.00257;ESCO.0722.00257.0056i_04438
ESCO.0722.00257;ESCO.0722.00257.0146b_04758
ESCO.0722.00258;ESCO.0722.00258.0001i_00032
ESCO.0722.00258;ESCO.0722.00258.0004i_00448
ESCO.0722.00258;ESCO.0722.00258.0020i_02432
ESCO.0722.00258;ESCO.0722.00258.0020i_02464
ESCO.0722.00258;ESCO.0722.00258.0230b_05024
ESCO.0722.00258;ESCO.0722.00258.0271b_05056
ESCO.0722.00258;ESCO.0722.00258.0312b_05088
ESCO.0722.00258;ESCO.0722.00258.0374b_05120
ESCO.0722.00269;ESCO.0722.00269.0003i_00797
ESCO.0722.00269;ESCO.0722.00269.0021i_02653
ESCO.0722.00269;ESCO.0722.00269.0028i_03261
ESCO.0722.00269;ESCO.0722.00269.0050i_04317
ESCO.0722.00269;ESCO.0722.00269.0069i_04637
ESCO.0722.00269;ESCO.0722.00269.0081i_04701
ESCO.0722.00270;ESCO.0722.00270.0017i_02503
ESCO.0722.00270;ESCO.0722.00270.0019i_02791
ESCO.0722.00270;ESCO.0722.00270.0040b_03847
ESCO.0722.00270;ESCO.0722.00270.0040b_03879
ESCO.0722.00270;ESCO.0722.00270.0056b_04327
ESCO.0722.00270;ESCO.0722.00270.0062i_04423
ESCO.0722.00270;ESCO.0722.00270.0078b_04551
ESCO.0722.00270;ESCO.0722.00270.0182b_04711
ESCO.0722.00277;ESCO.0722.00277.0005i_00863
ESCO.0722.00277;ESCO.0722.00277.0033i_03071
ESCO.0722.00277;ESCO.0722.00277.0058i_03999
ESCO.0722.00277;ESCO.0722.00277.0068i_04127
ESCO.0722.00277;ESCO.0722.00277.0129b_04255
ESCO.0722.00277;ESCO.0722.00277.0172b_04287
ESCO.0722.00297;ESCO.0722.00297.0011i_02130
ESCO.0722.00297;ESCO.0722.00297.0012i_02194
ESCO.0722.00297;ESCO.0722.00297.0015i_02610
ESCO.0722.00297;ESCO.0722.00297.0018i_02770
ESCO.0722.00297;ESCO.0722.00297.0018i_02802
ESCO.0722.00297;ESCO.0722.00297.0019i_02930
ESCO.0722.00297;ESCO.0722.00297.0024i_03378
ESCO.0722.00297;ESCO.0722.00297.0027i_03634
ESCO.0722.00297;ESCO.0722.00297.0029i_03730
ESCO.0722.00297;ESCO.0722.00297.0052i_04562
ESCO.0722.00297;ESCO.0722.00297.0072i_04946
ESCO.0722.00297;ESCO.0722.00297.0143b_05106
ESCO.0722.00297;ESCO.0722.00297.0185b_05138
ESCO.0722.00306;ESCO.0722.00306.0022i_02776
ESCO.0722.00306;ESCO.0722.00306.0043i_03928
ESCO.0722.00306;ESCO.0722.00306.0048i_04056
ESCO.0722.00306;ESCO.0722.00306.0048i_04088
ESCO.0722.00306;ESCO.0722.00306.0222b_04888
ESCO.0722.00308;ESCO.0722.00308.0003i_00460
ESCO.0722.00308;ESCO.0722.00308.0035i_03884
ESCO.0722.00308;ESCO.0722.00308.0035i_03916
ESCO.0722.00308;ESCO.0722.00308.0036i_03948
ESCO.0722.00308;ESCO.0722.00308.0036i_03980
ESCO.0722.00308;ESCO.0722.00308.0050i_04460
ESCO.0722.00308;ESCO.0722.00308.0054i_04524
ESCO.0722.00308;ESCO.0722.00308.0148b_05036
ESCO.0722.00308;ESCO.0722.00308.0244b_05164
ESCO.0722.00308;ESCO.0722.00308.0269b_05196
ESCO.0722.00323;ESCO.0722.00323.0008i_01012
ESCO.0722.00323;ESCO.0722.00323.0036i_03540
ESCO.0722.00323;ESCO.0722.00323.0056i_04308
ESCO.0722.00323;ESCO.0722.00323.0059i_04404
ESCO.0722.00323;ESCO.0722.00323.0065i_04500
ESCO.0722.00323;ESCO.0722.00323.0077i_04628
ESCO.0722.00323;ESCO.0722.00323.0095i_04724
ESCO.0722.00323;ESCO.0722.00323.0263b_04948
ESCO.0722.00331;ESCO.0722.00331.0009i_00843
ESCO.0722.00331;ESCO.0722.00331.0014i_01323
ESCO.0722.00331;ESCO.0722.00331.0018i_01867
ESCO.0722.00331;ESCO.0722.00331.0030i_02699
ESCO.0722.00331;ESCO.0722.00331.0039i_02987
ESCO.0722.00331;ESCO.0722.00331.0054b_03531
ESCO.0722.00331;ESCO.0722.00331.0099b_04171
ESCO.0722.00331;ESCO.0722.00331.0170b_04235
ESCO.0722.00343;ESCO.0722.00343.0031i_03125
ESCO.0722.00343;ESCO.0722.00343.0058b_04245
ESCO.0722.00343;ESCO.0722.00343.0115i_04821
ESCO.0722.00343;ESCO.0722.00343.0351b_05109
ESCO.0722.00343;ESCO.0722.00343.0403b_05141
ESCO.0722.00348;ESCO.0722.00348.0212b_04856
ESCO.0722.00348;ESCO.0722.00348.0281b_04920
ESCO.0722.00348;ESCO.0722.00348.0328b_04952
ESCO.0722.00348;ESCO.0722.00348.0383b_04984
ESCO.0722.00352;ESCO.0722.00352.0037i_03515
ESCO.0722.00352;ESCO.0722.00352.0063i_04347
ESCO.0722.00352;ESCO.0722.00352.0069i_04443
ESCO.0722.00352;ESCO.0722.00352.0093i_04667
ESCO.0722.00352;ESCO.0722.00352.0101i_04699
ESCO.0722.00352;ESCO.0722.00352.0169b_04827
ESCO.0722.00352;ESCO.0722.00352.0196b_04859
ESCO.0722.00352;ESCO.0722.00352.0268b_04923
ESCO.0722.00357;ESCO.0722.00357.0035i_03279
ESCO.0722.00357;ESCO.0722.00357.0065i_04239
ESCO.0722.00357;ESCO.0722.00357.0076b_04335
ESCO.0722.00357;ESCO.0722.00357.0090i_04431
ESCO.0722.00357;ESCO.0722.00357.0126b_04559
ESCO.0722.00357;ESCO.0722.00357.0139b_04591
ESCO.0722.00357;ESCO.0722.00357.0152b_04623
ESCO.0722.00357;ESCO.0722.00357.0186b_04687
ESCO.0722.00357;ESCO.0722.00357.0266b_04783
ESCO.0722.00357;ESCO.0722.00357.0297b_04815
ESCO.0722.00357;ESCO.0722.00357.0335b_04847
ESCO.0722.00357;ESCO.0722.00357.0372b_04879
ESCO.0722.00357;ESCO.0722.00357.0492b_04943
ESCO.0722.00359;ESCO.0722.00359.0017i_02672
ESCO.0722.00359;ESCO.0722.00359.0027i_03376
ESCO.0722.00359;ESCO.0722.00359.0068b_04592
ESCO.0722.00359;ESCO.0722.00359.0076i_04624
ESCO.0722.00359;ESCO.0722.00359.0205b_04880
ESCO.0722.00359;ESCO.0722.00359.0234b_04912
ESCO.0722.00359;ESCO.0722.00359.0322b_05008
ESCO.0722.00359;ESCO.0722.00359.0354b_05040
ESCO.0722.00359;ESCO.0722.00359.0410b_05104
ESCO.0722.00359;ESCO.0722.00359.0446b_05136
ESCO.0722.00359;ESCO.0722.00359.0479b_05168
ESCO.0722.00359;ESCO.0722.00359.0515b_05200
ESCO.0722.00359;ESCO.0722.00359.0550b_05232
ESCO.0722.00359;ESCO.0722.00359.0583b_05264
ESCO.0722.00359;ESCO.0722.00359.0615b_05296
ESCO.0722.00359;ESCO.0722.00359.0650b_05328
ESCO.0722.00359;ESCO.0722.00359.0686b_05360
ESCO.0722.00359;ESCO.0722.00359.0721b_05392
ESCO.0722.00359;ESCO.0722.00359.0752b_05424
ESCO.0722.00359;ESCO.0722.00359.0789b_05456
ESCO.0722.00359;ESCO.0722.00359.0826b_05488
ESCO.0722.00359;ESCO.0722.00359.0897b_05552
ESCO.0722.00359;ESCO.0722.00359.0933b_05584
ESCO.0722.00359;ESCO.0722.00359.0966b_05616
ESCO.0722.00359;ESCO.0722.00359.0999b_05648
ESCO.0722.00359;ESCO.0722.00359.1035b_05680
ESCO.0722.00359;ESCO.0722.00359.1074b_05712
ESCO.0722.00359;ESCO.0722.00359.1110b_05744
ESCO.0722.00359;ESCO.0722.00359.1146b_05776
ESCO.0722.00359;ESCO.0722.00359.1182b_05808
ESCO.0722.00359;ESCO.0722.00359.1220b_05840
ESCO.0722.00359;ESCO.0722.00359.1252b_05872
ESCO.0722.00359;ESCO.0722.00359.1285b_05904
ESCO.0722.00359;ESCO.0722.00359.1321b_05936
ESCO.0722.00359;ESCO.0722.00359.1408b_06000
ESCO.0722.00375;ESCO.0722.00375.0083b_04370
ESCO.0722.00375;ESCO.0722.00375.0085i_04402
ESCO.0722.00375;ESCO.0722.00375.0109b_04594
ESCO.0722.00375;ESCO.0722.00375.0118i_04626
ESCO.0722.00375;ESCO.0722.00375.0251b_04818
ESCO.0722.00375;ESCO.0722.00375.0290b_04850
ESCO.0722.00379;ESCO.0722.00379.0005b_00745
ESCO.0722.00379;ESCO.0722.00379.0021i_02249
ESCO.0722.00379;ESCO.0722.00379.0096b_04681
ESCO.0722.00379;ESCO.0722.00379.0255b_05033
ESCO.0722.00379;ESCO.0722.00379.0294b_05065
ESCO.0722.00383;ESCO.0722.00383.0032i_02778
ESCO.0722.00383;ESCO.0722.00383.0063b_03802
ESCO.0722.00383;ESCO.0722.00383.0066b_03898
ESCO.0722.00383;ESCO.0722.00383.0072i_04058
ESCO.0722.00383;ESCO.0722.00383.0106b_04442
ESCO.0722.00383;ESCO.0722.00383.0201b_04666
ESCO.0722.00383;ESCO.0722.00383.0265b_04730
ESCO.0722.00383;ESCO.0722.00383.0304b_04762
ESCO.0722.00035;ESCO.0722.00035.0008i_01437
ESCO.0722.00035;ESCO.0722.00035.0009i_01469
ESCO.0722.00035;ESCO.0722.00035.0015b_02333
ESCO.0722.00035;ESCO.0722.00035.0015i_02365
ESCO.0722.00035;ESCO.0722.00035.0015i_02397
ESCO.0722.00035;ESCO.0722.00035.0028i_04477
ESCO.0722.00035;ESCO.0722.00035.0064b_04765
ESCO.0722.00043;ESCO.0722.00043.0011i_03081
ESCO.0722.00053;ESCO.0722.00053.0056b_04560
ESCO.0722.00129;ESCO.0722.00129.0004i_00835
ESCO.0722.00129;ESCO.0722.00129.0012i_02627
ESCO.0722.00129;ESCO.0722.00129.0016i_03139
ESCO.0722.00129;ESCO.0722.00129.0016i_03203
ESCO.0722.00129;ESCO.0722.00129.0020i_03683
ESCO.0722.00129;ESCO.0722.00129.0185b_05027
ESCO.0722.00140;ESCO.0722.00140.0027i_03181
ESCO.0722.00140;ESCO.0722.00140.0079b_04557
ESCO.0722.00140;ESCO.0722.00140.0117b_04589
ESCO.0722.00140;ESCO.0722.00140.0158b_04621
ESCO.0722.00142;ESCO.0722.00142.0002i_00293
ESCO.0722.00142;ESCO.0722.00142.0002i_00325
ESCO.0722.00142;ESCO.0722.00142.0023i_03589
ESCO.0722.00142;ESCO.0722.00142.0036b_04261
ESCO.0722.00142;ESCO.0722.00142.0039b_04357
ESCO.0722.00142;ESCO.0722.00142.0073i_04613
ESCO.0722.00149;ESCO.0722.00149.0001i_00122
ESCO.0722.00149;ESCO.0722.00149.0007i_01562
ESCO.0722.00149;ESCO.0722.00149.0031i_04090
ESCO.0722.00149;ESCO.0722.00149.0031i_04122
ESCO.0722.00149;ESCO.0722.00149.0031i_04154
ESCO.0722.00149;ESCO.0722.00149.0031i_04186
ESCO.0722.00149;ESCO.0722.00149.0035i_04410
ESCO.0722.00149;ESCO.0722.00149.0035i_04442
ESCO.0722.00149;ESCO.0722.00149.0037i_04538
ESCO.0722.00149;ESCO.0722.00149.0037b_04570
ESCO.0722.00149;ESCO.0722.00149.0049b_04858
ESCO.0722.00149;ESCO.0722.00149.0072i_04986
ESCO.0722.00149;ESCO.0722.00149.0154b_05082
ESCO.0722.00151;ESCO.0722.00151.0015i_03035
ESCO.0722.00151;ESCO.0722.00151.0015i_03067
ESCO.0722.00151;ESCO.0722.00151.0018i_03387
ESCO.0722.00151;ESCO.0722.00151.0025i_03963
ESCO.0722.00151;ESCO.0722.00151.0030i_04251
ESCO.0722.00151;ESCO.0722.00151.0202b_05051
ESCO.0722.00151;ESCO.0722.00151.0235b_05083
ESCO.0722.00151;ESCO.0722.00151.0268b_05115
ESCO.0722.00166;ESCO.0722.00166.0001i_00511
ESCO.0722.00166;ESCO.0722.00166.0004i_01343
ESCO.0722.00166;ESCO.0722.00166.0005i_01407
ESCO.0722.00166;ESCO.0722.00166.0019i_03423
ESCO.0722.00166;ESCO.0722.00166.0070b_04639
ESCO.0722.00166;ESCO.0722.00166.0091b_04671
ESCO.0722.00169;ESCO.0722.00169.0001i_00074
ESCO.0722.00169;ESCO.0722.00169.0001i_00426
ESCO.0722.00169;ESCO.0722.00169.0022i_03402
ESCO.0722.00169;ESCO.0722.00169.0028i_03658
ESCO.0722.00169;ESCO.0722.00169.0032i_03882
ESCO.0722.00169;ESCO.0722.00169.0059i_04362
ESCO.0722.00169;ESCO.0722.00169.0073i_04426
ESCO.0722.00169;ESCO.0722.00169.0177b_04554
ESCO.0722.00170;ESCO.0722.00170.0007i_01194
ESCO.0722.00170;ESCO.0722.00170.0010i_01994
ESCO.0722.00170;ESCO.0722.00170.0021i_03210
ESCO.0722.00170;ESCO.0722.00170.0031i_03946
ESCO.0722.00170;ESCO.0722.00170.0040i_04362
ESCO.0722.00170;ESCO.0722.00170.0048i_04618
ESCO.0722.00201;ESCO.0722.00201.0025b_03316
ESCO.0722.00201;ESCO.0722.00201.0029i_03668
ESCO.0722.00201;ESCO.0722.00201.0029i_03732
ESCO.0722.00201;ESCO.0722.00201.0264b_05044
ESCO.0722.00215;ESCO.0722.00215.0018i_02857
ESCO.0722.00215;ESCO.0722.00215.0019i_02889
ESCO.0722.00215;ESCO.0722.00215.0026i_03369
ESCO.0722.00215;ESCO.0722.00215.0032i_03657
ESCO.0722.00215;ESCO.0722.00215.0093b_04521
ESCO.0722.00215;ESCO.0722.00215.0126b_04553
ESCO.0722.00215;ESCO.0722.00215.0167b_04585
ESCO.0722.00230;ESCO.0722.00230.0034i_03575
ESCO.0722.00230;ESCO.0722.00230.0046i_04279
ESCO.0722.00230;ESCO.0722.00230.0053i_04503
ESCO.0722.00230;ESCO.0722.00230.0064b_04663
ESCO.0722.00230;ESCO.0722.00230.0186b_04887
ESCO.0722.00256;ESCO.0722.00256.0022i_02873
ESCO.0722.00256;ESCO.0722.00256.0040i_04281
ESCO.0722.00256;ESCO.0722.00256.0053i_04633
ESCO.0722.00256;ESCO.0722.00256.0074b_04857
ESCO.0722.00256;ESCO.0722.00256.0158b_05017
ESCO.0722.00257;ESCO.0722.00257.0023i_03031
ESCO.0722.00257;ESCO.0722.00257.0046i_04151
ESCO.0722.00257;ESCO.0722.00257.0075b_04631
ESCO.0722.00257;ESCO.0722.00257.0095b_04695
ESCO.0722.00258;ESCO.0722.00258.0001i_00033
ESCO.0722.00258;ESCO.0722.00258.0020i_02433
ESCO.0722.00258;ESCO.0722.00258.0020i_02465
ESCO.0722.00258;ESCO.0722.00258.0166b_04961
ESCO.0722.00258;ESCO.0722.00258.0272b_05057
ESCO.0722.00269;ESCO.0722.00269.0019i_02366
ESCO.0722.00269;ESCO.0722.00269.0021i_02654
ESCO.0722.00269;ESCO.0722.00269.0028i_03262
ESCO.0722.00269;ESCO.0722.00269.0029i_03294
ESCO.0722.00269;ESCO.0722.00269.0069b_04638
ESCO.0722.00269;ESCO.0722.00269.0074b_04670
ESCO.0722.00269;ESCO.0722.00269.0174b_04862
ESCO.0722.00270;ESCO.0722.00270.0017i_02504
ESCO.0722.00270;ESCO.0722.00270.0018i_02696
ESCO.0722.00270;ESCO.0722.00270.0019b_02792
ESCO.0722.00270;ESCO.0722.00270.0038i_03784
ESCO.0722.00270;ESCO.0722.00270.0149b_04680
ESCO.0722.00270;ESCO.0722.00270.0244b_04744
ESCO.0722.00277;ESCO.0722.00277.0001i_00064
ESCO.0722.00277;ESCO.0722.00277.0005i_00864
ESCO.0722.00277;ESCO.0722.00277.0014i_01664
ESCO.0722.00277;ESCO.0722.00277.0020i_02304
ESCO.0722.00277;ESCO.0722.00277.0033i_03072
ESCO.0722.00277;ESCO.0722.00277.0035i_03232
ESCO.0722.00277;ESCO.0722.00277.0068i_04128
ESCO.0722.00297;ESCO.0722.00297.0008i_01651
ESCO.0722.00297;ESCO.0722.00297.0011i_02131
ESCO.0722.00297;ESCO.0722.00297.0012i_02195
ESCO.0722.00297;ESCO.0722.00297.0015i_02611
ESCO.0722.00297;ESCO.0722.00297.0018i_02771
ESCO.0722.00297;ESCO.0722.00297.0018i_02803
ESCO.0722.00297;ESCO.0722.00297.0020i_03059
ESCO.0722.00297;ESCO.0722.00297.0029i_03731
ESCO.0722.00297;ESCO.0722.00297.0052i_04563
ESCO.0722.00297;ESCO.0722.00297.0072i_04947
ESCO.0722.00297;ESCO.0722.00297.0186b_05139
ESCO.0722.00306;ESCO.0722.00306.0048i_04057
ESCO.0722.00306;ESCO.0722.00306.0048i_04089
ESCO.0722.00308;ESCO.0722.00308.0003i_00461
ESCO.0722.00308;ESCO.0722.00308.0035i_03885
ESCO.0722.00308;ESCO.0722.00308.0036i_03949
ESCO.0722.00308;ESCO.0722.00308.0036i_03981
ESCO.0722.00308;ESCO.0722.00308.0050i_04461
ESCO.0722.00308;ESCO.0722.00308.0054i_04525
ESCO.0722.00308;ESCO.0722.00308.0245b_05165
ESCO.0722.00308;ESCO.0722.00308.0364b_05293
ESCO.0722.00308;ESCO.0722.00308.0409b_05325
ESCO.0722.00308;ESCO.0722.00308.0454b_05357
ESCO.0722.00308;ESCO.0722.00308.0500b_05389
ESCO.0722.00323;ESCO.0722.00323.0009b_01141
ESCO.0722.00323;ESCO.0722.00323.0009i_01205
ESCO.0722.00323;ESCO.0722.00323.0035i_03413
ESCO.0722.00323;ESCO.0722.00323.0036i_03541
ESCO.0722.00323;ESCO.0722.00323.0053i_04213
ESCO.0722.00323;ESCO.0722.00323.0059i_04405
ESCO.0722.00323;ESCO.0722.00323.0065i_04501
ESCO.0722.00323;ESCO.0722.00323.0077i_04629
ESCO.0722.00323;ESCO.0722.00323.0095b_04725
ESCO.0722.00323;ESCO.0722.00323.0117i_04789
ESCO.0722.00323;ESCO.0722.00323.0133b_04821
ESCO.0722.00323;ESCO.0722.00323.0161b_04853
ESCO.0722.00331;ESCO.0722.00331.0014i_01324
ESCO.0722.00331;ESCO.0722.00331.0018i_01868
ESCO.0722.00331;ESCO.0722.00331.0039i_02988
ESCO.0722.00331;ESCO.0722.00331.0078b_04076
ESCO.0722.00331;ESCO.0722.00331.0099b_04172
ESCO.0722.00331;ESCO.0722.00331.0132b_04204
ESCO.0722.00331;ESCO.0722.00331.0173b_04236
ESCO.0722.00379;ESCO.0722.00379.0018i_02030
ESCO.0722.00379;ESCO.0722.00379.0034b_03150
ESCO.0722.00379;ESCO.0722.00379.0302b_05070
ESCO.0722.00383;ESCO.0722.00383.0072i_04063
ESCO.0722.00383;ESCO.0722.00383.0159b_04607
ESCO.0722.00383;ESCO.0722.00383.0206b_04671
ESCO.0722.00383;ESCO.0722.00383.0367b_04799
ESCO.0722.00035;ESCO.0722.00035.0003i_00866
ESCO.0722.00035;ESCO.0722.00035.0008i_01442
ESCO.0722.00035;ESCO.0722.00035.0009i_01474
ESCO.0722.00035;ESCO.0722.00035.0015i_02338
ESCO.0722.00035;ESCO.0722.00035.0015i_02370
ESCO.0722.00035;ESCO.0722.00035.0020i_03490
ESCO.0722.00035;ESCO.0722.00035.0028i_04482
ESCO.0722.00035;ESCO.0722.00035.0029i_04514
ESCO.0722.00035;ESCO.0722.00035.0071b_04770
ESCO.0722.00043;ESCO.0722.00043.0003b_00942
ESCO.0722.00043;ESCO.0722.00043.0073b_04750
ESCO.0722.00053;ESCO.0722.00053.0027i_04149
ESCO.0722.00053;ESCO.0722.00053.0062b_04565
ESCO.0722.00085;ESCO.0722.00085.0028i_03693
ESCO.0722.00129;ESCO.0722.00129.0001i_00264
ESCO.0722.00129;ESCO.0722.00129.0011i_02536
ESCO.0722.00129;ESCO.0722.00129.0016i_03144
ESCO.0722.00129;ESCO.0722.00129.0016i_03176
ESCO.0722.00129;ESCO.0722.00129.0016i_03208
ESCO.0722.00129;ESCO.0722.00129.0020i_03624
ESCO.0722.00129;ESCO.0722.00129.0235b_05064
ESCO.0722.00140;ESCO.0722.00140.0041i_04274
ESCO.0722.00140;ESCO.0722.00140.0047b_04466
ESCO.0722.00140;ESCO.0722.00140.0084b_04562
ESCO.0722.00140;ESCO.0722.00140.0122b_04594
ESCO.0722.00140;ESCO.0722.00140.0165b_04626
ESCO.0722.00149;ESCO.0722.00149.0031i_04095
ESCO.0722.00149;ESCO.0722.00149.0031i_04127
ESCO.0722.00149;ESCO.0722.00149.0031i_04159
ESCO.0722.00149;ESCO.0722.00149.0031b_04191
ESCO.0722.00149;ESCO.0722.00149.0035i_04415
ESCO.0722.00149;ESCO.0722.00149.0037i_04511
ESCO.0722.00149;ESCO.0722.00149.0037i_04543
ESCO.0722.00149;ESCO.0722.00149.0065i_04959
ESCO.0722.00149;ESCO.0722.00149.0213b_05119
ESCO.0722.00151;ESCO.0722.00151.0015i_03040
ESCO.0722.00151;ESCO.0722.00151.0015i_03072
ESCO.0722.00151;ESCO.0722.00151.0030i_04256
ESCO.0722.00151;ESCO.0722.00151.0054b_04736
ESCO.0722.00151;ESCO.0722.00151.0074b_04864
ESCO.0722.00151;ESCO.0722.00151.0175b_05024
ESCO.0722.00151;ESCO.0722.00151.0208b_05056
ESCO.0722.00151;ESCO.0722.00151.0240b_05088
ESCO.0722.00151;ESCO.0722.00151.0273b_05120
ESCO.0722.00166;ESCO.0722.00166.0005i_01412
ESCO.0722.00166;ESCO.0722.00166.0007i_01956
ESCO.0722.00166;ESCO.0722.00166.0015b_03076
ESCO.0722.00166;ESCO.0722.00166.0040i_04324
ESCO.0722.00169;ESCO.0722.00169.0001i_00111
ESCO.0722.00169;ESCO.0722.00169.0002i_00751
ESCO.0722.00169;ESCO.0722.00169.0034b_03919
ESCO.0722.00169;ESCO.0722.00169.0042i_04143
ESCO.0722.00169;ESCO.0722.00169.0044i_04175
ESCO.0722.00169;ESCO.0722.00169.0047b_04207
ESCO.0722.00169;ESCO.0722.00169.0053i_04303
ESCO.0722.00169;ESCO.0722.00169.0059i_04367
ESCO.0722.00169;ESCO.0722.00169.0067i_04399
ESCO.0722.00169;ESCO.0722.00169.0150b_04527
ESCO.0722.00169;ESCO.0722.00169.0182b_04559
ESCO.0722.00170;ESCO.0722.00170.0001i_00143
ESCO.0722.00170;ESCO.0722.00170.0007i_01199
ESCO.0722.00170;ESCO.0722.00170.0010i_01999
ESCO.0722.00170;ESCO.0722.00170.0019i_02927
ESCO.0722.00170;ESCO.0722.00170.0019i_02959
ESCO.0722.00170;ESCO.0722.00170.0029b_03791
ESCO.0722.00170;ESCO.0722.00170.0040i_04399
ESCO.0722.00170;ESCO.0722.00170.0048b_04623
ESCO.0722.00170;ESCO.0722.00170.0164b_04847
ESCO.0722.00201;ESCO.0722.00201.0029i_03705
ESCO.0722.00201;ESCO.0722.00201.0029i_03769
ESCO.0722.00201;ESCO.0722.00201.0088b_04825
ESCO.0722.00201;ESCO.0722.00201.0139b_04921
ESCO.0722.00201;ESCO.0722.00201.0235b_05017
ESCO.0722.00201;ESCO.0722.00201.0272b_05049
ESCO.0722.00215;ESCO.0722.00215.0010i_01774
ESCO.0722.00215;ESCO.0722.00215.0013i_02190
ESCO.0722.00215;ESCO.0722.00215.0065b_04462
ESCO.0722.00215;ESCO.0722.00215.0097b_04526
ESCO.0722.00230;ESCO.0722.00230.0046i_04284
ESCO.0722.00230;ESCO.0722.00230.0053i_04508
ESCO.0722.00230;ESCO.0722.00230.0056b_04572
ESCO.0722.00230;ESCO.0722.00230.0064i_04668
ESCO.0722.00230;ESCO.0722.00230.0081i_04732
ESCO.0722.00230;ESCO.0722.00230.0229b_04924
ESCO.0722.00169;ESCO.0722.00169.0018i_03205
ESCO.0722.00169;ESCO.0722.00169.0138b_04517
ESCO.0722.00169;ESCO.0722.00169.0173b_04549
ESCO.0722.00170;ESCO.0722.00170.0002i_00485
ESCO.0722.00170;ESCO.0722.00170.0003i_00549
ESCO.0722.00170;ESCO.0722.00170.0004i_00677
ESCO.0722.00170;ESCO.0722.00170.0008i_01477
ESCO.0722.00170;ESCO.0722.00170.0015b_02597
ESCO.0722.00170;ESCO.0722.00170.0040i_04357
ESCO.0722.00170;ESCO.0722.00170.0059b_04709
ESCO.0722.00170;ESCO.0722.00170.0125b_04805
ESCO.0722.00170;ESCO.0722.00170.0153b_04837
ESCO.0722.00201;ESCO.0722.00201.0029i_03663
ESCO.0722.00201;ESCO.0722.00201.0084b_04815
ESCO.0722.00201;ESCO.0722.00201.0193b_04975
ESCO.0722.00215;ESCO.0722.00215.0012i_02116
ESCO.0722.00215;ESCO.0722.00215.0019i_02884
ESCO.0722.00215;ESCO.0722.00215.0026i_03364
ESCO.0722.00215;ESCO.0722.00215.0159b_04580
ESCO.0722.00230;ESCO.0722.00230.0020i_02482
ESCO.0722.00230;ESCO.0722.00230.0046i_04274
ESCO.0722.00230;ESCO.0722.00230.0046i_04306
ESCO.0722.00230;ESCO.0722.00230.0103b_04786
ESCO.0722.00230;ESCO.0722.00230.0150b_04850
ESCO.0722.00230;ESCO.0722.00230.0182b_04882
ESCO.0722.00230;ESCO.0722.00230.0218b_04914
ESCO.0722.00256;ESCO.0722.00256.0006b_01108
ESCO.0722.00256;ESCO.0722.00256.0053i_04628
ESCO.0722.00256;ESCO.0722.00256.0073b_04852
ESCO.0722.00257;ESCO.0722.00257.0011i_01490
ESCO.0722.00257;ESCO.0722.00257.0046i_04146
ESCO.0722.00257;ESCO.0722.00257.0094b_04690
ESCO.0722.00257;ESCO.0722.00257.0174b_04786
ESCO.0722.00257;ESCO.0722.00257.0215b_04818
ESCO.0722.00257;ESCO.0722.00257.0270b_04850
ESCO.0722.00258;ESCO.0722.00258.0001i_00028
ESCO.0722.00258;ESCO.0722.00258.0020i_02428
ESCO.0722.00258;ESCO.0722.00258.0020i_02460
ESCO.0722.00258;ESCO.0722.00258.0028i_03324
ESCO.0722.00258;ESCO.0722.00258.0137b_04924
ESCO.0722.00258;ESCO.0722.00258.0163b_04956
ESCO.0722.00258;ESCO.0722.00258.0226b_05020
ESCO.0722.00258;ESCO.0722.00258.0266b_05052
ESCO.0722.00269;ESCO.0722.00269.0028i_03257
ESCO.0722.00269;ESCO.0722.00269.0050i_04313
ESCO.0722.00270;ESCO.0722.00270.0001i_00067
ESCO.0722.00270;ESCO.0722.00270.0024i_03139
ESCO.0722.00270;ESCO.0722.00270.0024i_03171
ESCO.0722.00270;ESCO.0722.00270.0024i_03203
ESCO.0722.00270;ESCO.0722.00270.0033i_03587
ESCO.0722.00270;ESCO.0722.00270.0178b_04707
ESCO.0722.00270;ESCO.0722.00270.0234b_04739
ESCO.0722.00277;ESCO.0722.00277.0005i_00859
ESCO.0722.00277;ESCO.0722.00277.0013i_01563
ESCO.0722.00277;ESCO.0722.00277.0037i_03291
ESCO.0722.00277;ESCO.0722.00277.0058i_03995
ESCO.0722.00277;ESCO.0722.00277.0070b_04155
ESCO.0722.00277;ESCO.0722.00277.0168b_04283
ESCO.0722.00297;ESCO.0722.00297.0015i_02606
ESCO.0722.00297;ESCO.0722.00297.0015i_02638
ESCO.0722.00297;ESCO.0722.00297.0018i_02766
ESCO.0722.00297;ESCO.0722.00297.0018i_02798
ESCO.0722.00297;ESCO.0722.00297.0019i_02926
ESCO.0722.00297;ESCO.0722.00297.0022i_03182
ESCO.0722.00297;ESCO.0722.00297.0029i_03726
ESCO.0722.00297;ESCO.0722.00297.0072i_04942
ESCO.0722.00306;ESCO.0722.00306.0034i_03540
ESCO.0722.00306;ESCO.0722.00306.0036b_03668
ESCO.0722.00306;ESCO.0722.00306.0048i_04084
ESCO.0722.00308;ESCO.0722.00308.0002i_00328
ESCO.0722.00308;ESCO.0722.00308.0005i_00872
ESCO.0722.00308;ESCO.0722.00308.0016i_02568
